"ind","treatment","age","score","gender","experience","previous_exp","distance_majorcity","owns_motor","placement"
20795,0,19,70,"F",0,0,4.41630588806628,0,0
20796,0,18,75,"F",0,0,4.24916641598007,0,0
20797,0,21,72,"M",1,14,4.55903926788251,1,0
20798,0,22,69,"F",0,0,3.29239924851109,1,0
20799,1,18,75,"F",0,0,7.79550059479027,1,1
20800,0,18,74,"M",1,30,3.88529555496004,0,0
20801,1,22,72,"F",0,0,2.50672459976652,1,0
20802,0,20,79,"F",0,0,4.17103253120054,0,0
20803,1,21,86,"M",1,13,6.75416637681788,1,1
20804,1,21,68,"M",1,25,3.98106473957616,1,0
20805,0,21,82,"F",1,24,3.33468537585892,1,1
20806,0,21,76,"F",1,16,4.78614748547413,0,0
20807,1,19,77,"M",0,0,6.12011590119855,1,0
20808,0,19,80,"F",0,0,5.55944219918045,0,0
20809,1,18,69,"F",0,0,1.9670300889981,1,0
20810,1,22,76,"M",0,0,3.46808417782651,1,0
20811,1,22,76,"M",0,0,4.10060280669569,1,0
20812,1,21,75,"M",1,19,4.2721392038046,0,0
20813,1,20,82,"M",0,0,5.61157866131164,1,0
20814,0,18,81,"F",1,20,4.74994655410585,1,1
20815,0,22,65,"M",0,0,3.04887270983415,1,0
20816,1,18,80,"M",0,0,6.67941847161378,0,0
20817,1,21,79,"M",0,0,3.6433276932169,1,0
20818,1,22,74,"M",1,21,6.1649559410113,1,1
20819,1,18,70,"F",1,14,1.80573462202302,1,0
20820,0,18,68,"F",0,0,5.34952667563471,1,0
20821,0,19,79,"M",0,0,6.91684768850385,0,0
20822,1,20,78,"M",0,0,5.03124347724647,1,0
20823,0,18,78,"F",0,0,2.73180597565094,0,0
20824,1,22,73,"F",1,24,3.40439740988991,0,0
20825,1,18,84,"M",0,0,4.52464577104416,1,1
20826,1,21,86,"F",1,26,6.03580276427152,0,1
20827,1,22,71,"F",1,25,4.25030624356296,1,0
20828,1,21,76,"F",0,0,3.21323125393204,0,0
20829,1,22,77,"M",1,22,4.08240413201995,0,0
20830,1,20,76,"M",0,0,4.82260013309515,1,0
20831,1,21,78,"F",1,19,5.02638512192306,1,1
20832,0,18,74,"F",0,0,5.01793790817353,0,0
20833,0,22,80,"M",0,0,5.87000974198167,0,0
20834,0,20,82,"F",1,18,4.7221938079868,0,1
20835,0,21,78,"F",1,24,6.20755836247738,1,1
20836,1,22,79,"F",0,0,6.4981743166126,1,0
20837,0,18,83,"F",0,0,4.21148290554007,0,0
20838,1,20,76,"M",1,24,6.03209231652717,1,1
20839,1,19,79,"M",1,20,2.95558296108716,1,1
20840,0,21,72,"M",1,17,2.2646525574271,0,0
20841,1,18,70,"F",0,0,4.37095087921683,1,0
20842,1,22,78,"M",0,0,6.76482069489782,0,0
20843,1,18,78,"F",0,0,6.32914143082632,1,0
20844,0,20,69,"F",0,0,6.20814703577087,1,0
20845,1,20,72,"M",1,23,5.77207828065868,1,1
20846,1,22,77,"F",1,24,3.63777057264225,1,0
20847,1,19,82,"F",0,0,4.69850245552074,1,1
20848,0,21,77,"F",1,22,6.3314290688257,0,0
20849,0,21,84,"M",0,0,4.53030296173923,1,0
20850,0,19,82,"F",0,0,5.4217580759866,0,0
20851,1,21,79,"F",1,25,2.285392358442,1,1
20852,1,21,69,"M",0,0,6.38477998631044,1,0
20853,0,18,66,"F",0,0,4.13181318157736,1,0
20854,0,21,82,"F",1,15,8.09594366449557,0,1
20855,1,19,77,"M",0,0,6.23702435087579,0,0
20856,1,20,77,"F",0,0,3.52126341147563,0,0
20857,0,18,80,"F",0,0,5.63145786814491,0,0
20858,1,22,83,"M",1,28,4.85337063578259,1,1
20859,1,22,71,"M",0,0,5.25376668932774,1,0
20860,0,18,73,"M",0,0,4.67166199467891,0,0
20861,1,18,69,"F",0,0,2.30458390165405,1,0
20862,0,18,79,"M",1,21,4.90030793099135,1,1
20863,0,19,80,"F",0,0,5.00627902914743,1,0
20864,1,18,68,"M",0,0,4.69221299986014,1,0
20865,0,22,71,"M",1,10,2.91801105328972,1,0
20866,1,20,80,"F",0,0,6.42360227028684,0,0
20867,0,18,79,"F",0,0,2.98889624494782,1,0
20868,0,22,73,"F",1,22,3.24628292620492,1,0
20869,0,18,80,"F",0,0,4.55038146009519,1,0
20870,0,21,84,"M",0,0,6.3340269693827,1,0
20871,0,20,71,"M",1,18,4.70168000216004,1,0
20872,1,21,80,"F",1,24,5.22275997527351,1,1
20873,0,22,78,"M",0,0,7.44141373748999,1,0
20874,0,18,80,"F",0,0,5.33780813115776,1,0
20875,0,18,77,"F",0,0,4.50912661917122,1,0
20876,1,22,75,"F",0,0,4.27128919689752,1,0
20877,1,19,74,"M",0,0,4.11627325275715,0,0
20878,1,20,80,"M",1,26,2.846889716133,1,1
20879,0,18,67,"F",0,0,5.91122660242692,1,0
20880,0,19,75,"M",0,0,2.93452924047248,1,0
20881,1,20,84,"F",0,0,5.03872959410725,0,0
20882,1,22,81,"F",1,25,4.89218881882269,1,1
20883,1,20,65,"M",1,18,6.0486489483555,1,0
20884,1,18,79,"F",0,0,5.62877117350058,1,1
20885,1,19,87,"F",0,0,3.84418163166964,0,0
20886,1,21,63,"F",1,18,5.40477406391005,0,0
20887,0,20,64,"M",0,0,5.01132087438828,0,0
20888,0,21,87,"F",0,0,6.25908687015447,1,0
20889,1,21,78,"F",0,0,3.46056800527405,0,0
20890,1,19,75,"F",0,0,5.64348065094447,1,1
20891,0,20,77,"M",1,12,5.91838622417828,1,0
20892,0,18,87,"M",0,0,5.02941341833243,1,0
20893,1,22,73,"M",1,15,8.50855810145227,1,1
20894,0,20,77,"M",1,21,6.60000325956252,1,1
20895,0,21,85,"M",1,28,4.50158368661421,1,1
20896,1,19,65,"M",0,0,6.65939530671281,1,0
20897,0,20,81,"M",0,0,2.46813230715373,1,0
20898,0,21,68,"M",0,0,3.29395894273501,0,0
20899,0,21,76,"M",1,22,3.50013787400963,1,0
20900,1,19,77,"F",0,0,3.47004035468155,0,0
20901,0,18,84,"F",0,0,5.56446949958325,1,1
20902,1,20,72,"M",1,15,5.07757187863055,1,1
20903,1,18,73,"M",0,0,3.96643418811135,1,0
20904,1,18,85,"M",0,0,4.77669017754767,1,1
20905,1,18,75,"M",0,0,5.02318018864039,1,1
20906,0,22,70,"F",0,0,6.84675096752404,1,0
20907,0,18,74,"M",0,0,4.77834835172904,0,0
20908,0,21,71,"F",0,0,4.11646112492236,1,0
20909,1,22,76,"M",0,0,3.51228522100596,1,0
20910,0,19,86,"M",0,0,4.39486162991876,1,0
20911,1,18,82,"F",0,0,7.93217610291663,0,1
20912,0,19,72,"F",0,0,2.7328459928302,0,0
20913,0,19,74,"M",0,0,4.6917312191279,0,0
20914,0,18,79,"F",1,28,4.37289244368702,0,1
20915,0,21,84,"F",1,22,4.48128599030759,1,0
20916,1,20,66,"F",0,0,5.07766403761883,0,0
20917,0,22,79,"F",1,30,3.89638026875512,1,0
20918,1,18,79,"M",0,0,4.20231545913443,1,1
20919,0,20,76,"M",0,0,5.01100213951661,1,0
20920,0,22,70,"F",0,0,4.78282794787709,1,0
20921,0,22,81,"M",0,0,5.59655533182969,0,0
20922,0,22,71,"F",1,14,7.42048188824495,1,0
20923,1,22,82,"F",1,17,3.18699300813987,0,1
20924,1,20,83,"M",1,22,4.59178911780429,0,1
20925,1,20,81,"M",0,0,4.22623324706107,1,0
20926,0,20,75,"F",0,0,6.43067509501975,1,0
20927,0,21,77,"M",1,25,3.79228770426411,1,1
20928,0,22,79,"F",0,0,5.29573725538016,1,0
20929,1,19,84,"M",0,0,6.90095384242812,1,1
20930,1,18,70,"M",0,0,3.38018459449827,1,0
20931,0,18,77,"F",0,0,6.8349858996453,1,0
20932,1,21,78,"F",1,24,4.00436628353818,0,1
20933,1,20,71,"F",0,0,4.21238682739712,1,0
20934,1,18,85,"M",0,0,5.07185578680425,0,0
20935,0,20,87,"M",1,25,5.58614280575993,1,1
20936,1,19,75,"F",0,0,1.167283991186,0,0
20937,1,19,77,"M",0,0,4.03125821507708,1,0
20938,1,22,82,"M",1,20,5.30169909498425,1,1
20939,1,22,78,"F",1,19,5.76338191629383,1,0
20940,0,22,81,"M",1,23,3.43391900410372,1,0
20941,1,21,71,"F",1,24,5.47699244339663,0,0
20942,1,22,78,"M",1,31,4.55721627476534,0,0
20943,1,22,70,"F",1,16,5.77382991952843,1,0
20944,1,19,87,"F",0,0,5.73194788368362,1,1
20945,1,21,73,"F",1,21,3.07211219336258,1,0
20946,1,20,77,"M",0,0,3.062825093575,1,0
20947,1,18,65,"F",0,0,6.56421874756867,1,0
20948,0,22,83,"M",1,21,3.18946281665117,1,0
20949,0,19,64,"M",0,0,6.32961007411498,1,0
20950,1,18,67,"F",0,0,3.74920443465076,1,0
20951,0,21,74,"M",0,0,4.58726770264211,0,0
20952,0,22,80,"F",0,0,7.17258701986458,1,0
20953,1,19,74,"M",0,0,4.77895638718607,1,0
20954,0,22,84,"M",1,29,4.85855757819593,1,1
20955,0,18,76,"F",0,0,5.52382144505314,1,0
20956,1,20,73,"F",0,0,5.95102262758605,1,0
20957,0,21,70,"M",1,20,5.35778189718245,0,0
20958,1,22,79,"F",1,22,1.08574801559183,0,0
20959,0,21,75,"M",0,0,5.75120727944209,1,0
20960,0,18,69,"F",0,0,5.84325473991482,1,0
20961,0,22,80,"F",1,23,6.47154900665158,0,0
20962,1,18,76,"F",0,0,6.05584616028063,0,0
20963,0,21,75,"M",0,0,7.47294839911411,1,0
20964,0,22,84,"M",0,0,5.25799977692084,1,0
20965,0,18,83,"M",0,0,5.78738603807148,1,0
20966,0,22,71,"M",0,0,5.28122605744619,0,0
20967,0,19,79,"M",1,25,3.82871675994225,0,1
20968,0,20,63,"F",1,21,3.41848581731487,1,0
20969,0,21,70,"F",0,0,4.35681002651978,1,0
20970,1,22,74,"M",0,0,6.10550320984837,0,0
20971,0,19,85,"F",0,0,3.4791411210472,1,0
20972,1,20,71,"M",1,25,6.77239600919227,1,1
20973,0,21,68,"F",0,0,4.25541956204562,1,0
20974,0,19,78,"M",0,0,7.19513948764141,1,0
20975,1,18,68,"F",0,0,4.68933560661062,0,0
20976,1,18,73,"F",0,0,3.23282318753931,0,0
20977,1,22,77,"F",1,21,2.52336002465312,1,0
20978,0,19,79,"M",1,25,4.69690501333035,0,1
20979,1,20,74,"M",0,0,3.86781186980815,1,0
20980,1,20,78,"M",1,19,4.49676297598806,1,1
20981,1,19,79,"F",0,0,3.83571739376332,1,0
20982,1,20,72,"F",0,0,7.00416462253639,1,0
20983,0,22,74,"M",0,0,6.56041075350595,0,0
20984,1,22,69,"F",1,29,3.86374022403406,0,0
20985,0,18,62,"F",0,0,4.05681528575329,1,0
20986,1,21,74,"M",1,20,6.03722188077188,0,1
20987,1,18,69,"F",0,0,3.95806379866378,1,0
20988,1,20,70,"F",1,20,6.71335245153552,1,1
20989,1,21,76,"M",1,18,4.67146179329194,0,0
20990,0,18,80,"F",0,0,4.01953295864726,0,0
20991,0,22,89,"F",1,15,5.8369811292616,0,1
20992,0,18,83,"F",0,0,4.29141062693582,0,0
20993,0,18,76,"M",0,0,3.46903204137995,1,0
20994,1,20,75,"M",0,0,6.30540235900166,1,0
20995,1,22,72,"M",1,24,4.78381761062845,1,1
20996,0,19,72,"M",0,0,5.29753593305878,1,0
20997,0,21,77,"F",1,20,4.22908706351729,0,0
20998,1,21,70,"F",0,0,5.98023675894682,1,0
20999,0,20,79,"M",0,0,6.76739522571661,1,0
21000,0,22,76,"M",1,29,5.63499137991306,0,0
21001,0,20,72,"M",0,0,6.82254734031455,0,0
21002,1,22,84,"M",1,14,3.25812571513608,0,0
21003,0,20,78,"F",0,0,4.14776082931303,0,0
21004,1,21,75,"M",1,11,6.32878335641841,0,0
21005,1,19,80,"M",1,20,4.29883399225349,1,1
21006,1,19,72,"M",1,19,4.16914423679058,1,1
21007,1,22,70,"M",1,22,3.6123435885655,0,0
21008,0,21,79,"M",1,20,5.79665365439825,0,1
21009,0,22,73,"F",1,9,5.48178631053686,0,0
21010,0,19,82,"F",0,0,1.9747092192006,1,0
21011,0,19,74,"M",0,0,4.19268744664054,0,0
21012,0,18,76,"M",0,0,4.2653010984436,0,0
21013,0,19,68,"F",0,0,5.47614061457492,0,0
21014,1,22,79,"M",0,0,6.55240650142521,1,0
21015,1,21,81,"F",1,24,6.73936578667437,1,1
21016,1,19,77,"F",0,0,2.87981466581687,1,0
21017,0,18,79,"M",0,0,4.92492326309925,1,0
21018,1,21,75,"M",1,21,4.4694611741446,1,1
21019,1,21,76,"M",1,20,7.89578508268006,1,1
21020,0,21,71,"M",0,0,4.25052239072592,0,0
21021,0,18,77,"F",0,0,2.85842382214865,1,0
21022,0,19,76,"F",1,25,6.15333387664239,0,1
21023,1,19,80,"M",0,0,7.06109062739927,0,1
21024,0,18,75,"M",0,0,6.42887539636303,0,0
21025,1,20,74,"M",0,0,4.31355970417947,1,0
21026,1,19,78,"M",0,0,4.24132124515937,1,0
21027,1,18,66,"F",0,0,3.2247004690532,1,0
21028,0,21,81,"M",0,0,3.92320053886973,1,0
21029,0,19,74,"F",0,0,3.43432343980935,0,0
21030,1,18,77,"M",0,0,4.18081274744251,0,0
21031,1,19,84,"M",0,0,5.46714698189118,0,0
21032,0,20,78,"M",1,25,6.23112420655256,1,1
21033,1,18,86,"M",0,0,7.26629690160885,1,1
21034,1,22,68,"F",0,0,2.73576825618364,1,0
21035,1,22,81,"F",0,0,7.36454924346645,0,0
21036,1,22,75,"M",1,22,4.83778342557844,1,0
21037,1,18,74,"F",0,0,6.48648962010028,0,0
21038,0,20,82,"F",1,20,6.43210715295606,0,1
21039,0,18,77,"F",1,21,7.08200853743034,0,1
21040,0,19,74,"F",1,21,5.96019660232434,0,0
21041,1,20,81,"M",1,23,7.38344148544004,1,1
21042,1,20,80,"F",1,22,6.12109052807116,1,1
21043,1,19,77,"M",0,0,4.76709173297259,1,0
21044,1,21,84,"F",1,31,4.9827281848538,0,1
21045,0,20,78,"M",1,27,5.58925338094822,0,0
21046,0,20,80,"M",0,0,4.17519324684582,0,0
21047,1,20,74,"F",1,20,7.03510742499306,1,1
21048,0,18,76,"M",0,0,4.12197031548156,1,0
21049,0,18,78,"M",0,0,4.62190385391424,1,0
21050,1,22,81,"F",1,25,1.20371174262782,1,0
21051,0,20,71,"M",0,0,4.05177789246914,1,0
21052,1,19,77,"M",0,0,6.71120622533145,1,0
21053,1,18,80,"M",0,0,2.5959065325584,1,0
21054,0,18,73,"F",0,0,4.10818861559966,0,0
21055,0,19,85,"F",0,0,4.69301063001576,1,0
21056,0,21,74,"F",0,0,5.38029886791437,0,0
21057,0,22,80,"M",1,15,5.10707728278905,1,0
21058,0,18,70,"M",1,20,4.41205503400973,1,1
21059,0,19,71,"M",0,0,3.98312163816129,1,0
21060,0,19,79,"F",0,0,4.47196002246155,0,0
21061,0,21,82,"M",0,0,5.50699464491398,0,0
21062,0,22,59,"M",1,17,3.20776896354346,0,0
21063,0,21,80,"F",0,0,7.39877272684009,1,0
21064,1,20,81,"F",1,26,2.36910860943369,1,1
21065,1,20,76,"M",1,24,4.37443122930882,1,1
21066,1,21,71,"F",1,28,6.51626371849955,1,1
21067,0,18,80,"M",0,0,4.03764383066514,1,0
21068,0,18,74,"F",0,0,4.58343121846458,0,0
21069,1,22,79,"F",0,0,6.15784937106551,1,0
21070,0,22,83,"F",0,0,3.78495588451732,0,0
21071,0,19,77,"M",0,0,5.3329712953028,0,0
21072,0,19,70,"F",1,17,6.59944255139457,1,0
21073,1,21,69,"F",0,0,5.63773024828288,0,0
21074,0,22,75,"F",0,0,6.57372875188092,1,0
21075,1,18,67,"F",0,0,5.5761382789153,1,0
21076,0,21,76,"F",1,26,5.72194131236214,0,0
21077,1,21,80,"F",1,21,4.64564131869575,1,1
21078,0,19,66,"M",0,0,5.00513842106231,1,0
21079,0,20,70,"M",1,24,3.33235134470151,1,0
21080,1,18,79,"F",0,0,8.26375056643208,1,1
21081,0,21,83,"F",0,0,6.23904694093457,0,0
21082,1,22,71,"F",1,19,5.54504436971666,0,0
21083,0,20,78,"M",0,0,5.95435392673818,0,0
21084,1,18,78,"M",0,0,5.74813043710158,0,0
21085,0,20,73,"M",0,0,2.88837952979649,1,0
21086,1,18,81,"F",0,0,5.68376459294263,0,0
21087,1,19,80,"F",0,0,3.43448226527667,1,0
21088,0,18,76,"F",0,0,2.97078729841693,1,0
21089,1,18,77,"M",0,0,3.78232546454425,1,0
21090,1,19,77,"M",0,0,2.79195995277137,1,0
21091,0,19,69,"M",0,0,8.0242409875407,0,0
21092,0,22,84,"M",1,21,3.79761392245841,1,0
21093,1,18,80,"F",1,16,2.55751913933681,0,1
21094,1,22,86,"F",1,25,4.60085075468537,1,1
21095,1,18,73,"M",0,0,1.69791536833525,1,0
21096,0,18,74,"F",0,0,5.04305869205978,1,0
21097,0,21,72,"F",1,26,1.85277177241113,1,0
21098,1,20,73,"F",0,0,4.20135967633151,0,0
21099,0,19,68,"F",1,25,5.0934520450534,1,0
21100,1,18,81,"F",0,0,6.55144062266387,1,1
21101,1,22,80,"F",1,29,6.01658824757989,1,1
21102,0,21,69,"F",0,0,5.14798062413467,1,0
21103,1,22,76,"F",1,19,3.92228987604758,1,0
21104,1,18,79,"F",0,0,5.39122616844446,1,0
21105,1,18,80,"M",1,16,5.37318754626098,0,1
21106,0,19,71,"F",0,0,7.32690905966103,1,0
21107,1,21,67,"F",0,0,4.4199402699124,1,0
21108,0,22,80,"M",1,29,5.20034720959126,0,0
21109,1,19,79,"F",0,0,2.79791862183848,0,0
21110,1,20,82,"F",0,0,5.84558492500673,0,0
21111,0,22,74,"F",1,22,4.04839849899068,1,0
21112,0,19,78,"F",0,0,5.4940529046765,0,0
21113,1,19,85,"F",0,0,5.74658203017955,0,0
21114,1,18,77,"M",0,0,3.87283259679651,1,0
21115,1,19,75,"F",0,0,4.3929613965319,1,0
21116,1,19,64,"M",0,0,5.06762055523599,1,0
21117,1,20,77,"F",1,23,6.94689619459233,1,1
21118,1,20,82,"F",0,0,4.43726746534128,1,0
21119,0,19,72,"F",1,26,7.30777746229761,1,1
21120,1,19,76,"F",0,0,5.6911739910644,1,0
21121,1,18,71,"F",0,0,4.54130368560747,0,0
21122,0,22,76,"F",1,20,6.51558447465467,1,1
21123,0,22,74,"M",0,0,4.2083990470333,0,0
21124,1,19,78,"F",0,0,4.45852888604112,1,0
21125,0,22,70,"M",1,26,5.30114011266037,0,0
21126,0,21,76,"F",0,0,5.04163141772297,0,0
21127,1,19,67,"M",0,0,6.01896496727519,1,0
21128,1,19,71,"F",0,0,6.4779564575258,1,0
21129,0,20,86,"M",0,0,4.56588913576367,1,0
21130,0,19,77,"F",1,26,6.19258527740735,0,1
21131,1,18,74,"F",1,29,6.7853512690827,0,1
21132,1,18,70,"M",0,0,2.82837681778477,1,0
21133,1,21,76,"F",0,0,5.33214220209617,0,0
21134,1,18,81,"F",0,0,7.01096342995571,0,1
21135,0,21,73,"F",1,17,5.28895410368833,1,0
21136,0,18,70,"M",0,0,6.23775415704512,0,0
21137,0,20,80,"F",1,22,7.17028649817406,1,1
21138,1,19,75,"F",0,0,2.26355881978073,0,0
21139,1,21,66,"M",1,22,4.76649535556615,1,0
21140,1,18,83,"F",0,0,5.25613909006995,1,1
21141,0,19,77,"F",0,0,5.15229796733177,1,0
21142,1,22,76,"M",1,26,5.25193075041983,1,0
21143,1,22,73,"M",1,23,6.88383316405612,1,0
21144,1,19,82,"M",0,0,3.05061487295959,1,0
21145,0,22,84,"F",1,21,4.69196650991891,1,0
21146,1,22,77,"M",1,23,3.2918989695342,1,1
21147,0,19,69,"M",0,0,4.77516756826746,1,0
21148,0,18,78,"F",0,0,2.33739662393636,0,0
21149,0,21,79,"M",1,22,6.15001301813985,1,0
21150,0,19,80,"F",1,28,5.67052662293854,1,1
21151,1,22,73,"M",0,0,5.2400126243333,0,0
21152,1,21,64,"F",1,14,4.15415046049815,0,0
21153,0,18,80,"F",0,0,2.11120449760453,1,0
21154,1,21,76,"F",0,0,5.16864820356091,1,0
21155,1,20,81,"M",1,27,6.78617102881274,0,1
21156,1,18,75,"M",0,0,3.63707381051485,0,0
21157,1,19,70,"F",0,0,5.2649822546019,1,0
21158,0,18,81,"F",0,0,5.54139051267627,1,1
21159,0,21,84,"M",1,19,4.82404552970828,1,1
21160,1,20,76,"F",0,0,4.33807710141613,1,0
21161,0,21,81,"F",1,28,4.47514806414283,1,1
21162,1,21,77,"M",1,24,3.27356897629539,1,1
21163,1,22,71,"M",1,19,2.91702438105731,0,0
21164,0,20,78,"F",1,24,6.06656317664801,0,1
21165,1,18,70,"M",0,0,6.84656885137028,1,0
21166,1,22,69,"M",1,21,3.8578302755573,1,0
21167,1,20,74,"M",1,20,5.25947357911381,1,0
21168,0,18,78,"F",0,0,4.83257236037541,0,0
21169,0,22,72,"F",1,29,5.38444712820311,1,0
21170,0,22,77,"F",0,0,2.0983882706343,1,0
21171,1,20,80,"F",0,0,4.37801951864653,1,0
21172,1,18,80,"M",0,0,6.2006728660449,0,1
21173,1,19,73,"F",1,15,5.7100147422101,1,1
21174,0,20,67,"F",1,10,3.98645026112349,0,0
21175,1,19,78,"F",0,0,5.05946991424865,0,0
21176,0,21,78,"M",1,19,4.0602719615924,0,0
21177,0,22,72,"F",1,21,4.76456297950862,1,0
21178,1,22,77,"M",1,22,6.68588476981329,0,1
21179,1,20,72,"M",0,0,5.65137359349695,1,0
21180,1,22,76,"F",1,20,4.56595802056029,1,1
21181,1,21,80,"F",1,20,3.63769278835612,1,0
21182,0,22,83,"M",0,0,3.97159875115041,0,0
21183,0,20,74,"F",0,0,2.65404111470635,0,0
21184,1,21,67,"F",0,0,6.96387139676236,1,0
21185,1,21,76,"F",0,0,5.54606636440677,1,0
21186,1,20,73,"M",1,22,5.73714913583507,1,1
21187,1,18,78,"M",0,0,4.80358398255345,0,0
21188,0,22,76,"M",1,24,5.871135135131,1,0
21189,0,18,74,"M",0,0,6.19285178210281,0,0
21190,0,21,73,"M",1,24,3.25503456061133,0,0
21191,1,20,60,"F",1,26,3.96837757010889,1,0
21192,1,19,80,"M",0,0,4.62409821347859,1,1
21193,0,22,76,"M",0,0,3.45000420351998,1,0
21194,1,20,80,"M",1,25,2.01076446321597,1,1
21195,1,18,78,"M",0,0,6.93412254879777,0,0
21196,1,18,77,"F",0,0,6.70898664214134,1,0
21197,1,21,72,"F",1,26,3.61210790869138,1,0
21198,1,18,76,"M",0,0,4.80891561381362,1,0
21199,0,22,77,"F",0,0,6.3003183531817,1,0
21200,0,22,79,"M",0,0,5.20512556532106,1,0
21201,1,18,79,"F",0,0,3.75372555801775,1,0
21202,1,21,71,"M",0,0,3.83228612809522,0,0
21203,1,19,75,"M",0,0,5.23224911853515,0,0
21204,0,21,69,"F",0,0,5.09352651948558,1,0
21205,1,20,74,"F",0,0,4.25197227551492,1,0
21206,1,21,67,"M",1,19,5.4952577975444,1,1
21207,0,19,70,"M",0,0,7.01418661871326,1,0
21208,1,18,74,"M",0,0,6.91778339163176,1,1
21209,0,19,76,"M",0,0,6.47696987799731,1,0
21210,0,20,81,"M",1,21,7.90890939475088,1,1
21211,1,21,72,"F",1,28,6.33795235229542,0,1
21212,1,20,80,"F",0,0,5.16352849791763,1,1
21213,1,22,81,"M",0,0,5.62207987245911,0,0
21214,0,18,78,"M",0,0,2.98491050038424,1,0
21215,1,18,74,"M",0,0,4.05267758047395,0,0
21216,1,18,75,"F",0,0,7.50378438117648,1,0
21217,1,21,78,"M",1,24,8.24703411573656,0,1
21218,1,18,76,"M",0,0,4.7922384362188,1,0
21219,1,20,74,"F",1,20,6.64786438577976,1,1
21220,0,19,78,"M",1,19,2.79790263747432,1,0
21221,1,22,71,"M",1,9,5.37204879937769,1,0
21222,0,20,74,"F",0,0,2.07714547602511,0,0
21223,0,22,85,"F",1,18,5.6475227483445,1,1
21224,1,20,73,"M",0,0,5.17832813260356,1,0
21225,1,22,83,"F",0,0,6.28900018560515,1,0
21226,1,19,73,"M",0,0,5.54533590719508,1,0
21227,0,21,72,"F",1,32,4.92490244245199,0,0
21228,1,21,80,"F",1,16,5.21379291635633,0,1
21229,1,20,77,"F",0,0,3.95123530233777,1,0
21230,0,20,84,"F",0,0,5.86933681472608,1,0
21231,1,19,81,"M",0,0,3.8632264321574,0,0
21232,0,19,77,"M",0,0,1.15782221132676,1,0
21233,1,21,76,"F",1,29,3.1434920387501,1,1
21234,0,21,73,"F",0,0,6.95611535615549,0,0
21235,0,18,82,"F",0,0,4.99027616974345,0,0
21236,0,21,71,"M",1,23,4.15553660429367,1,0
21237,1,20,78,"F",1,17,7.22583889205701,0,1
21238,0,21,71,"F",1,27,2.74512067948398,0,0
21239,1,19,68,"F",0,0,5.57936257197823,1,0
21240,1,21,69,"F",0,0,3.12988338434074,1,0
21241,1,21,77,"F",1,20,2.96518716746307,1,0
21242,0,19,81,"F",0,0,5.05113371709642,1,0
21243,1,19,80,"M",0,0,6.11395494879342,0,0
21244,1,18,87,"F",0,0,6.26729021675725,1,1
21245,0,20,77,"M",0,0,5.43388951509219,1,0
21246,1,20,78,"F",0,0,6.20566821973181,1,0
21247,0,22,74,"M",1,23,5.01556941005242,1,0
21248,1,22,77,"M",1,19,3.83008314276322,0,0
21249,1,19,77,"M",0,0,2.0666259846209,1,0
21250,1,22,76,"M",1,21,7.18309696850435,0,0
21251,0,19,74,"M",0,0,4.09660509744554,1,0
21252,0,19,64,"M",0,0,6.98285207579772,0,0
21253,0,22,71,"F",1,21,5.66799718552415,0,0
21254,0,22,66,"F",0,0,4.56222905290056,1,0
21255,1,22,74,"F",0,0,3.38098367187723,0,0
21256,0,19,77,"M",1,23,3.97483065870596,0,0
21257,1,19,78,"F",1,21,4.35842370977747,1,1
21258,0,19,74,"F",0,0,4.25560591437465,0,0
21259,1,21,64,"F",1,28,7.41554051786508,1,1
21260,1,20,78,"M",0,0,2.86124296382209,0,0
21261,0,18,84,"F",0,0,4.94112534547652,0,1
21262,0,21,57,"M",1,23,6.2819994410681,1,0
21263,0,19,68,"F",1,21,4.49897042246009,1,0
21264,1,18,83,"M",0,0,5.94164342356662,1,1
21265,0,22,77,"M",1,24,3.60729588353351,0,0
21266,0,21,82,"M",1,16,4.09400115682099,0,0
21267,0,22,76,"M",1,20,4.00221657285604,1,0
21268,0,19,69,"F",0,0,5.32104976498713,1,0
21269,1,21,72,"F",0,0,4.62913172751478,0,0
21270,0,20,82,"F",1,18,4.98532284571969,1,1
21271,0,22,75,"F",0,0,4.48521351367019,1,0
21272,1,20,78,"M",0,0,2.35241977260295,1,0
21273,1,20,76,"F",0,0,7.13205654979269,0,0
21274,1,22,66,"M",1,28,4.2103154360857,1,0
21275,1,21,75,"M",1,23,7.43785330473979,1,1
21276,1,21,70,"F",0,0,4.24514974884466,1,0
21277,1,22,78,"M",0,0,1.79941249961485,0,0
21278,1,20,73,"F",1,21,5.92531232616087,1,1
21279,1,22,70,"F",0,0,5.48840282607408,1,0
21280,1,18,77,"F",0,0,5.91087126645603,0,1
21281,1,19,82,"F",1,18,4.0638030263588,0,1
21282,0,18,79,"F",0,0,3.1617769800052,1,0
21283,0,18,66,"F",0,0,5.96120345319427,1,0
21284,0,22,66,"F",0,0,2.29378920096147,1,0
21285,0,20,79,"M",1,24,4.36875790250642,1,1
21286,1,20,67,"M",1,16,6.31465277794253,1,0
21287,0,19,73,"M",1,17,5.33882463973292,1,0
21288,1,20,70,"F",0,0,4.46804534078578,1,0
21289,0,20,70,"F",1,14,4.61996494486276,1,0
21290,1,18,84,"F",0,0,6.35944011492864,1,1
21291,1,20,82,"F",0,0,7.19299506329545,1,1
21292,0,18,75,"F",1,21,5.94416729908049,0,1
